video_path,axial_resolution
"data/Results_10_2025/Results_10_2025/Results/Videos/250627/14,5.mp4",3.8734694
data/Results_10_2025/Results_10_2025/Results/Videos/250627/14.mp4,3.8560715
data/Results_10_2025/Results_10_2025/Results/Videos/250627/15.mp4,3.8931973
"data/Results_10_2025/Results_10_2025/Results/Videos/250627/3,5.mp4",1.3259183
"data/Results_10_2025/Results_10_2025/Results/Videos/250627/5,5.mp4",2.4742856
data/Results_10_2025/Results_10_2025/Results/Videos/250627/8.mp4,3.037959
data/Results_10_2025/Results_10_2025/Results/Videos/250627/9.5.mp4,3.3164625
data/Results_10_2025/Results_10_2025/Results/Videos/250710/10.mp4,3.2816327
"data/Results_10_2025/Results_10_2025/Results/Videos/250710/11,5.mp4",3.4954422
data/Results_10_2025/Results_10_2025/Results/Videos/250710/11.mp4,3.442041
"data/Results_10_2025/Results_10_2025/Results/Videos/250710/12,5.mp4",3.6209524
data/Results_10_2025/Results_10_2025/Results/Videos/250710/12.mp4,3.582653
data/Results_10_2025/Results_10_2025/Results/Videos/250710/13.mp4,3.6877856
data/Results_10_2025/Results_10_2025/Results/Videos/250710/14.mp4,3.7477858
data/Results_10_2025/Results_10_2025/Results/Videos/250710/15.mp4,3.8462584
"data/Results_10_2025/Results_10_2025/Results/Videos/250710/5,5.mp4",2.332517
data/Results_10_2025/Results_10_2025/Results/Videos/250710/6.5.mp4,2.6532142
data/Results_10_2025/Results_10_2025/Results/Videos/250710/6.mp4,2.5370715
"data/Results_10_2025/Results_10_2025/Results/Videos/250710/7,5.mp4",2.8831294
data/Results_10_2025/Results_10_2025/Results/Videos/250710/7.mp4,2.7635715
data/Results_10_2025/Results_10_2025/Results/Videos/250710/8.mp4,2.9495919
"data/Results_10_2025/Results_10_2025/Results/Videos/250710/9,5.mp4",3.1993198
"data/Results_10_2025/Results_10_2025/Results/Videos/250715/11,5.mp4",3.5382857
"data/Results_10_2025/Results_10_2025/Results/Videos/250715/13,5.mp4",3.7606802
data/Results_10_2025/Results_10_2025/Results/Videos/250715/13.mp4,3.6882994
"data/Results_10_2025/Results_10_2025/Results/Videos/250715/14,5.mp4",3.8136055
"data/Results_10_2025/Results_10_2025/Results/Videos/250715/16,5.mp4",4.01034
data/Results_10_2025/Results_10_2025/Results/Videos/250715/16.mp4,3.962449
"data/Results_10_2025/Results_10_2025/Results/Videos/250715/17,5.mp4",4.0627213
data/Results_10_2025/Results_10_2025/Results/Videos/250715/17.mp4,4.0367346
"data/Results_10_2025/Results_10_2025/Results/Videos/250715/18,5.mp4",4.128095
data/Results_10_2025/Results_10_2025/Results/Videos/250715/19.mp4,4.142585
data/Results_10_2025/Results_10_2025/Results/Videos/250715/20.mp4,4.2009525
